road,osm_class,segments,lanes,speed_kmh,transit,commercial,score,category,confidence
Rue Sauffroy,residential,2,1,30,True,True,19.0,Low,medium
Pont Maria Casarès,unclassified,4,1,30,True,True,19.0,Low,medium
Rue Marie-Rose,residential,1,1,30,True,True,19.0,Low,medium
Rue de Cambrai,residential,1,1,30,True,True,19.0,Low,high
Rue Küss,residential,1,1,30,True,True,19.0,Low,medium
Rue Henri Ribière,residential,1,1,30,True,True,19.0,Low,high
Rue Michel Blanc,residential,1,1,30,True,True,19.0,Low,medium
Rue Jean-Baptiste Sémanaz,residential,3,2,30,True,True,18.7,Low,medium
Rue David d'Angers,residential,4,2,30,True,True,18.5,Low,medium
Rue Michel Chasles,residential,4,2,30,True,True,18.5,Low,medium
Rue Crozatier,residential,4,2,30,True,True,18.5,Low,high
Rue Castagnary,tertiary,7,2,30,True,True,18.4,Low,medium
Rue de la Paix,tertiary,5,4,30,True,True,18.4,Low,medium
Avenue de Laumière,residential,5,1,30,True,True,18.4,Low,medium
Rue Sainte-Anne,residential,3,2,30,True,True,18.3,Low,medium
Rue Louis-le-Grand,tertiary,3,2,30,False,False,18.3,Low,medium
Rue Armand Carrel,residential,4,1,30,True,True,18.2,Low,medium
Rue Alexandre Dumas,primary,5,2,30,False,True,18.2,Low,medium
Rue de Vienne,secondary,4,2,30,True,True,18.2,Low,medium
Rue Claude-Rodier,residential,4,1,30,True,True,18.2,Low,medium
Rue Ramey,residential,4,1,30,True,True,18.2,Low,medium
Rue d'Ulm,residential,4,1,30,True,True,18.2,Low,medium
Rue de Babylone,residential,7,1,30,True,True,18.1,Low,medium
Rue Saint-Honoré,tertiary,19,2,30,True,True,18.0,Low,medium
Rue de la Bourse,residential,1,3,30,False,True,18.0,Low,high
Rue de l'Évangile,residential,3,1,30,True,True,18.0,Low,medium
Rue Sigmund Freud,residential,3,1,30,True,True,18.0,Low,medium
Rue Saint-Georges,residential,3,1,30,True,True,18.0,Low,medium
Rue Alphonse Boudard,tertiary,2,2,30,False,True,18.0,Low,medium
Rue Auguste Blanqui,residential,3,1,30,True,True,18.0,Low,medium
Rue Léon Jouhaux,residential,3,1,30,True,True,18.0,Low,medium
Rue Henri Pape,residential,3,1,30,True,True,18.0,Low,medium
Rue de Richelieu,residential,9,2,30,True,True,17.9,Low,medium
Rue Fabert,secondary,4,4,30,True,True,17.8,Low,medium
Rue du Faubourg Saint-Jacques,secondary,13,2,30,False,True,17.8,Low,medium
Rue Saint-Denis,residential,7,3,30,True,True,17.7,Low,medium
Rue Eugène Varlin,unclassified,7,2,30,True,True,17.6,Low,medium
Rue Boussingault,residential,9,2,30,True,True,17.6,Low,medium
Rue Montalivet,tertiary,2,2,30,False,True,17.5,Low,medium
Rue Clapeyron,residential,2,1,30,True,True,17.5,Low,medium
Rue de Wattignies,residential,4,1,30,True,True,17.5,Low,high
Rue du Hainaut,residential,2,1,30,True,True,17.5,Low,medium
Rue Jouffroy d'Abbans,residential,20,2,30,True,True,17.4,Low,medium
Rue de l'Inspecteur Allès,tertiary,3,2,30,False,True,17.3,Low,medium
Rue Émile Durkheim,residential,5,1,30,True,True,17.2,Low,medium
Rue Saint-Laurent,unclassified,5,1,30,True,True,17.2,Low,medium
Rue Juliette Dodu,residential,3,1,30,True,True,17.0,Low,medium
Pont de l'Archevêché,residential,3,1,30,True,True,17.0,Low,medium
Rue Auguste Comte,residential,3,1,30,True,True,17.0,Low,medium
Avenue Gourgaud,residential,3,1,30,True,True,17.0,Low,medium
Rue Jules Guesde,residential,3,1,30,True,True,17.0,Low,medium
Rue de Clignancourt,residential,11,2,30,True,True,17.0,Low,medium
Rue Brochant,residential,3,1,30,True,True,17.0,Low,medium
Rue Alphonse Bertillon,residential,1,2,30,False,True,17.0,Low,high
Avenue Marc Sangnier,residential,3,1,30,True,True,17.0,Low,high
Rue Henry Monnier,residential,3,1,30,True,True,17.0,Low,medium
Place de l'Europe,residential,4,2,30,True,True,17.0,Low,medium
Rue Pierre-Charron,residential,3,1,30,True,True,17.0,Low,medium
Rue Jean François Lépine,unclassified,3,1,30,True,True,17.0,Low,medium
Rue de Phalsbourg,residential,1,2,30,False,True,17.0,Low,high
Rue Vavin,residential,3,1,30,True,True,17.0,Low,medium
Quai du Marché Neuf - Maurice Grimaud,residential,1,2,30,False,True,17.0,Low,high
Rue Scelle,residential,1,2,30,False,True,17.0,Low,high
Rue des Poissonniers,tertiary,11,2,30,True,True,16.9,Low,medium
