road,modal_class,segments,mean_lanes,mean_speed_kmh,oneway_share,transit_share,commercial_share,junction_share,unpaved_share,lanes_imputed_share,speed_imputed_share,mean_segment_score,category,confidence
Owgan Close,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Sedgmoor Place,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Stanswood Gardens,residential,3,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Marchwood Close,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Blake's Road,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Potters Close,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Garden Walk,residential,3,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Chaplin Close,residential,3,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Spurgeon Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
North Bank,residential,3,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Davey Close,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Tisdall Place,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Darwin Street,residential,4,1.0,32,0.25,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Kendall Place,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Gaitskell Way,residential,3,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Chaloner Court,residential,3,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Gambia Street,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Belvedere Buildings,residential,1,1.0,32,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Rushworth Street,residential,3,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Glasshill Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Wallenberg Place,residential,1,1.0,32,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Great Cumberland Mews,residential,3,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Everilda Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Prices Mews,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Chester Close,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Nash Street,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Cumberland Market,residential,5,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Minera Mews,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Eaton Close,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Gage Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Mountfort Terrace,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Cooper Close,residential,3,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Holyrood Street,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Tyers Gate,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Guinness Court,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Madeleine Terrace,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
London Mews,residential,3,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Praed Mews,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Caledonian Square,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Canal Boulevard,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Ennismore Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Ennismore Gardens Mews,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Rutland Mews East,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Montrose Court,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Moncorvo Close,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Theseus Walk,residential,2,1.0,30,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,Low,medium
Remington Street,residential,3,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Bayham Place,residential,3,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Nursery Row,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Clarence Yard,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Ennismore Mews,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Relton Mews,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Montpelier Mews,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Denmark Grove,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Clayton Crescent,residential,3,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Pembroke Avenue,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Outram Place,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Railway Street,residential,1,1.0,32,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Caledonia Street,residential,1,1.0,32,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Fife Terrace,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Crane Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Lavina Grove,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Prowse Place,residential,4,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Sundial Court,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Lockhart Close,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Clover Mews,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Lordship Place,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Asolando Drive,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Peabody Avenue,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Turpentine Lane,residential,4,1.0,30,0.5,0.0,1.0,0.0,0.0,1.0,0.75,10.0,Low,low
Peabody Close,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Gatliff Road,residential,4,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Markham Square,residential,1,1.0,32,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Lamb Walk,residential,1,1.0,32,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Hampden Gurney Street,residential,2,1.0,32,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Wythburn Place,residential,3,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Clenston Mews,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Montagu Mews South,residential,3,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Quebec Mews,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,Low,high
Woodstock Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Frederick Close,residential,3,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Buckingham Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Catherine Griffiths Court,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Rosoman Place,residential,3,1.0,32,0.0,0.0,1.0,0.0,0.0,0.33,0.0,10.0,Low,medium
Fountain Place,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Burder Road,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Bletsoe Walk,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Niagara Close,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Rheidol Mews,residential,3,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Seville Mews,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Crompton Street,residential,2,1.0,32,0.5,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Marlborough Hill,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Hutton Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Bell Yard Mews,residential,3,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Newham's Row,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Bidbury Close,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Carter Lane,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Glenfinlas Way,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Farmers Road,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Melbourne Mews,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Dame Street,residential,2,1.0,32,0.5,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Grand Junction Wharf,residential,4,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Bridgeside Lodge,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Kelvedon Mews,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Culford Mews,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,Low,high
Agdon Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Pitt's Head Mews,residential,1,1.0,32,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
 3i Grosvenor Crescent Mews,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Grosvenor Crescent Mews,residential,4,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Eaton Mews North,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Eaton Row,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Dudley Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Homer Row,residential,1,1.0,32,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Clerkenwell Close,residential,7,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Pickwick Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Parker Mews,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Albert Terrace Mews,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Boadicea Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Allingham Street,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Normandy Road,residential,7,1.0,32,0.57,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Ockendon Mews,residential,4,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Owen's Row,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Charlotte Mews,residential,5,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Tottenham Mews,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Bridford Mews,residential,3,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
White Horse Street,residential,1,1.0,32,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Pollitt Drive,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Lyons Place,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Date Street,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Bronti Close,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Bunhouse Place,residential,3,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Collard Place,residential,3,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
St Leonard's Square,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Belmont Street,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Constable House,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Quickswood,residential,4,1.0,23,0.0,0.0,1.0,0.0,0.0,1.0,0.5,10.0,Low,low
Elliott Square,residential,4,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Brocas Close,residential,3,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Tobin Close,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Hawtrey Road,residential,4,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Blair Court,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Bedfordbury,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Dukes Road,residential,1,1.0,32,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Sovereign Mews,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Geffrye Court,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Forest Road,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Quilp Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
O'Reilly Street,residential,2,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Burton Grove,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Juniper Crescent,residential,3,1.0,27,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Babmaes Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Hugh Mews,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Bessborough Place,residential,7,1.0,11,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Lindsay Square,residential,4,1.0,8,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Upnor Way,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Thornhill Bridge Wharf,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Hawley Mews,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Leybourne Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Powlett Place,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Huson Close,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Briary Close,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Hornby Close,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Lyttleton Close,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Conybeare,residential,1,1.0,16,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Meadowbank,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Fairfax Place,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Dorman Way,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Boydell Court,residential,4,1.0,32,0.75,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Stanford Place,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Merrow Walk,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Thompson Avenue,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Marcella Road,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Northwick Close,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Clifton Court,residential,3,1.0,32,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Elizabeth Close,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Browning Close,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Robert Close,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Ashmole Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Mildmay Street,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Halpin Place,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Hall Place,residential,4,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Clarence Terrace,residential,3,1.0,31,1.0,0.0,1.0,0.0,0.0,1.0,0.33,10.0,Low,low
Cancell Road,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
St Lawrence Way,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Serenaders Road,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Hilda Lockert Walk,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Stables Way,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Courtenay Square,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Rydston Close,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Kerwick Close,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Bradley Close,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Chandos Street,residential,1,1.0,32,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Monkwell Square,residential,3,1.0,15,0.0,0.0,1.0,0.0,0.0,1.0,0.33,10.0,Low,low
Mason Street,residential,2,1.0,32,0.5,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Old Chelsea Mews,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Lavender Close,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Dorrit Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Hulme Place,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Clarendon Close,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Grange Yard,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
St. George's Mews,residential,3,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Waterside Place,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
St James's Close,residential,1,1.0,32,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Early Mews,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Jeffrey's Place,residential,5,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Newbury Mews,residential,3,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Swinton Place,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
World's End Passage,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Stalbridge Street,residential,3,1.0,32,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Bendall Mews,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Camberwell Glebe,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Savannah Close,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Brisbane Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Bittern Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Cluny Place,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Wilton Row,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Stanley Close,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Ely Cottages,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Mill Pond Close,residential,5,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Courland Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Balvaird Place,residential,6,1.0,8,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Oak Tree Road,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Casey Close,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Lorne Close,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Bridel Mews,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Chalcot Gardens,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Elizabeth Mews,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Elia Mews,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Ebury Mews East,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Steele's Mews South,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Lancaster Stables,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Eton Garages,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Abingdon Close,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Tiber Gardens,residential,2,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Prince's Yard,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Somers Close,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Unity Mews,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
David Mews,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Hedingham Close,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Tachbrook Mews,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Thorndike Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Moreton Terrace Mews South,residential,3,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Moreton Terrace Mews North,residential,3,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Howell Walk,residential,3,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
